Distribuidor ;Area;Articulo;Descripcion;Cantidad;Capacidad;Linea;Rubro
CHABS S. R. L.;Centro y Cuyo;300058397;3d Queso 143gx18x1;761;108823,00;Silver ;Salty
CHABS S. R. L.;Centro y Cuyo;300052667;Pehuamar Acanalada 80gx25;370;29,60;Silver ;Salty
CHABS S. R. L.;Centro y Cuyo;300060194;Lays Clasicas 230gx14x1;170;39,10;Silver ;Salty
CHABS S. R. L.;Centro y Cuyo;300060094;Pehuamar Paliqueso 165gx21x1;169;27885,00;Silver ;Salty
CHABS S. R. L.;Centro y Cuyo;300060198;P3huamar Papa Lisa 75gx28x1;144;10,80;Silver ;Salty
CHABS S. R. L.;Centro y Cuyo;300060191;Doritos Queso 200gx14;141;28,20;Silver ;Salty
CHABS S. R. L.;Centro y Cuyo;300052656;Pehuamar Paliqueso 90gx36;112;10,08;Silver ;Salty
CHABS S. R. L.;Centro y Cuyo;300060662;Cheetos Queso 140gx18x1;87;12,18;Silver ;Salty
CHABS S. R. L.;Centro y Cuyo;300054910;Doritos Queso 220gx14;45;9,90;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300030737;Quaker Barra Frutilla Con Crema 180gx20;444;13,32;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058445;Quaker Avena Instant 18x500g Arg;426;213,00;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300051958;Quaker Avena Extra Fina 18x470g;300;141,00;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058444;Quaker Avena Instant 18x280g Arg;287;80,36;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300051955;Quaker Avena Tradic 18x280g;122;34,16;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058446;Quaker Avena Tradic 18x550g Arg;122;67,10;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300030737;Quak3r Barra Frutilla C0n Cr3ma 180gx20;451;13,53;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058444;Quaker Avena Instant 18x280g Arg;349;97,72;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300051955;Quaker Avena Tradic 18x280g;341;95,48;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058446;Quaker Avena Tradic 18x550g Arg;255;140,25;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058445;Quaker Avena Instant 18x500g Arg;126;63,00;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300051958;Quaker Avena Extra Fina 18x470g;96;45,12;Silver ;Cereals
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300063097;Twistos Minit Queso 95gx30x1;1539;146205,00;Gold ;Crakers
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052867;Twistos Minit Jamon 100gx30;75;7,50;Gold ;Crakers
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300063264;Twistos Minit Jamon 40gx112x1;0;22,24;Platinum ;Crakers
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300063263;Twistos Minit Queso 40gx112x1;355;14,20;Platinum ;Crakers
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052698;Twistos Minit Jamon 40gx84;317;12,68;Platinum ;Crakers
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052696;Twistos Minit Queso 40gx84;262;10,48;Platinum ;Crakers
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052697;Twistos Minit Jamon 155gx20;181;28055,00;Silver ;Crakers
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052694;Twistos Minit Queso 155gx20;56;8,68;Silver ;Crakers
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060195;Lays Clasicas 85gx25x1;7171;609535,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060192;Doritos Queso 77gx26;4075;313775,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060664;Cheetos Queso 85gx24x1;2539;215815,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060661;3d Queso 85gx27x1;2400;204,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300062697;Doritos Dinamita Fh 70gx44x1;3284940;122,36;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300063271;Maniásalápeladoá75gx64x1;1473;110475,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060230;Lays Jamon Serrano 77gx28;1245;95865,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300059811;Lays Ondas Fh 70gx28;0;64,33;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300061023;Mani Pelado 135gx40x1;405;54675,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060099;Lays Ketchup 77gx28x1;364;28028,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300062584;Lays Provoleta 77gx28x1;359;27643,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060098;Lays Queso Y Cebolla 77gx28;283;21791,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300061030;Mani Sal Con Piel 75gx64x1;240;18,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300062585;Lays Mostaza 77gx28;220;16,94;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300061010;Cheetos Queso Crema 85gx24;219;18615,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058720;Pep Ramitas Queso 120gx21;210;25,20;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052643;Mani Con Piel 150gx30;196;29,40;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060201;T0stit0s 77gx26;0;10,78;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052641;Mani Pelado 150gx30;109;16,35;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058394;3d Qu3s0 92gx27x1;36;3312,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300047496;Maniax Mani Japones Jamon 110gx36;0;3,19;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300061021;Maniax Japones Jamon 95gx40x1;28;2,66;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052821;Pep Comun 120grx21;20;2,40;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060352;Lays Mayonesa 77gx28x1;14;1078,00;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300053042;Maniax Sal Y Limon 110gx56;3;0,33;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300053043;Maniax Aji Y Limon 110gx56;2;0,22;Gold ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300059432;Lays Clasicas 40gx68x1;6185;247,40;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300059545;Doritos Queso 40gx70x1;4236;169,64;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300059433;Cheetos Queso 43gx70x1;3269;140567,00;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058395;3d Queso 43gx75x1;3210;138,03;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300051988;Lays Clasicas 20grx76;2515;50,30;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052757;Pep Rueditas 74grx36;3284940;165242,00;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300062698;Doritos Dinamita Fh 33gx110x1;952;31416,00;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300059801;Lays Ondas Fh 30gx72;694;20,82;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058721;Pep Ramitas Queso 84gx36;560;47,04;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052820;P3p C0mun 84grx36;516;43344,00;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300061011;Cheetos Queso Crema 43gx66;279;11997,00;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300059430;Lays Qs0 Y C3b0lla 34gx72;163;5542,00;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300059431;Lays Jamon Serrano 34gx72;110;3,74;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060354;Lays Ketchup 34gx72x1;84;2856,00;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300062045;Lays Provoleta 34gx72x1;77;2618,00;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300062122;Lays Mostaza 34gx72x1;49;1666,00;Platinum ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052758;Pehuamar Maicitos 125gx16;3007;375875,00;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060193;Lays Clasicas 134gx19x1;1618;216812,00;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060190;Doritos Queso 129gx19;944;121776,00;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300058397;3d Queso 143gx18x1;554;79222,00;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060662;Cheetos Queso 140gx18x1;475;66,50;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052790;Pehuamar Palisal 90gx36;362;32,58;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060198;Pehuamar Papa Lisa 75gx28x1;298;22,35;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300060194;Lays Clasicas 230gx14x1;143;32,89;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052656;Pehuamar Paliqueso 90gx36;78;7,02;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052667;Pehuamar Acanalada 80gx25;74;5,92;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300054910;Doritos Queso 220gx14;38;8,36;Silver ;Salty
MARCELINA DISTRIBUIDORA S.A.;NEA y Litoral;300052776;Lays Clasicas 249grx14;3;747,00;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300058444;Quaker Avena Instant 18x280g Arg;871;243,88;Silver ;Cereals
ELECTRON SRL;Costa y La Pampa;300051955;Quaker Avena Tradic 18x280g;427;119,56;Silver ;Cereals
ELECTRON SRL;Costa y La Pampa;300051958;Quaker Avena Extra Fina 18x470g;309;145,23;Silver ;Cereals
ELECTRON SRL;Costa y La Pampa;300030737;Quaker Barra Frutilla Con Crema 180gx20;234;7,02;Silver ;Cereals
ELECTRON SRL;Costa y La Pampa;300030736;Quaker Barra Chispas De Choco 156gx20;88;2288,00;Silver ;Cereals
ELECTRON SRL;Costa y La Pampa;300030738;Quaker Barras Mousse De Choco 156gx20;34;884,00;Silver ;Cereals
ELECTRON SRL;Costa y La Pampa;300052628;Quaker Cereales Honey Graham 9x190g;16;3,04;Silver ;Cereals
ELECTRON SRL;Costa y La Pampa;300052629;Quaker Cereales Honey Nut Oats 9x190g;13;2,47;Silver ;Cereals
ELECTRON SRL;Costa y La Pampa;300058446;Quaker Avena Tradic 18x550g Arg;11;6,05;Silver ;Cereals
ELECTRON SRL;Costa y La Pampa;300058445;Quaker Avena Instant 18x500g Arg;9;4,50;Silver ;Cereals
ELECTRON SRL;Costa y La Pampa;300063097;Twistos Minit Queso 95gx30x1;3974;377,53;Gold ;Crakers
ELECTRON SRL;Costa y La Pampa;300063098;Twistos Minit Jamon 95gx30x1;3885;369075,00;Gold ;Crakers
ELECTRON SRL;Costa y La Pampa;300052867;Twistos Minit Jamon 100gx30;70;7,00;Gold ;Crakers
ELECTRON SRL;Costa y La Pampa;300052695;Twistos Minit Queso 100gx30;67;6,70;Gold ;Crakers
ELECTRON SRL;Costa y La Pampa;300063264;Twistos Minit Jamon 40gx112x1;0;19,44;Platinum ;Crakers
ELECTRON SRL;Costa y La Pampa;300063263;Twistos Minit Queso 40gx112x1;0;18,96;Platinum ;Crakers
ELECTRON SRL;Costa y La Pampa;300052696;Twistos Minit Queso 40gx84;98;3,92;Platinum ;Crakers
ELECTRON SRL;Costa y La Pampa;300052698;Twistos Minit Jamon 40gx84;20;0,80;Platinum ;Crakers
ELECTRON SRL;Costa y La Pampa;300052697;Twistos Minit Jamon 155gx20;459;71145,00;Silver ;Crakers
ELECTRON SRL;Costa y La Pampa;300052694;Twist0s Minit Qu3s0 155gx20;364;56,42;Silver ;Crakers
ELECTRON SRL;Costa y La Pampa;300062972;Pehuamarámaicitosá265gx10x1;2372;628,58;Bronze ;Salty
ELECTRON SRL;Costa y La Pampa;300060095;Pehuamar Papa Lisa 485gx9;834;404,49;Bronze ;Salty
ELECTRON SRL;Costa y La Pampa;300060096;Pehuamar Acanalada 485x9;389;188665,00;Bronze ;Salty
ELECTRON SRL;Costa y La Pampa;300060091;Pehuamar Palisal 620gx6x1;47;29,14;Bronze ;Salty
ELECTRON SRL;Costa y La Pampa;300060234;Pehuamar Maicitos 260gx10x1;13;3,38;Bronze ;Salty
ELECTRON SRL;Costa y La Pampa;300060093;Pehuamar Paliqueso 620gx6x1;10;6,20;Bronze ;Salty
ELECTRON SRL;Costa y La Pampa;300052665;Pehuamar Acanalada 245gx14;0;735,00;Bronze ;Salty
ELECTRON SRL;Costa y La Pampa;300060192;Doritos Queso 77gx26;10985;845845,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300060195;Lays Clasicas 85gx25x1;10308;876,18;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300060661;3d Queso 85gx27x1;6570;558,45;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300060664;Cheetos Queso 85gx24x1;6196;526,66;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300060098;Lays Queso Y Cebolla 77gx28;4224;325248,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300060230;Lays Jamon Serrano 77gx28;3777;290829,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300059811;Lays Ondas Fh 70gx28;3007;210,49;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300062697;Doritos Dinamita Fh 70gx44x1;2652;185,64;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300060099;Lays Ketchup 77gx28x1;2379;183183,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300061010;Cheetos Queso Crema 85gx24;1791;152235,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300052756;Pep Rueditas 120grx21;1542;185,04;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300062584;Lays Provoleta 77gx28x1;1321;101717,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300062585;Lays Mostaza 77gx28;0;84931,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300052622;Mani Pelado 85gx58;963;81855,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300061030;Mani Sal Con Piel 75gx64x1;803;60225,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300061023;Mani Pelado 135gx40x1;708;95,58;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300063271;Maniásalápeladoá75gx64x1;688;51,60;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300052821;P3p C0mun 120grx21;0;32,64;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300061020;Maniax Japones Sal 95gx40x1;0;17,86;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300061021;Maniax Japones Jamon 95gx40x1;184;17,48;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300058720;Pep Ramitas Queso 120gx21;107;12,84;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300060459;Doritos Queso 77gx17 Exp Arg;96;7392,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300060201;Tostitos 77gx26;28;2156,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300059753;Doritos Dinamita Fh 70gx64x1 Ex Arg;17;1,19;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300052640;Mani Pelado 110gx40;7;0,77;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300052641;Mani Pelado 150gx30;4;0,60;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300052892;Cheetos Queso 94x24;4;376,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300060232;Lays Cheddar 77gx28;0;308,00;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300052643;Mani Con Piel 150gx30;3;0,45;Gold ;Salty
ELECTRON SRL;Costa y La Pampa;300059545;Doritos Queso 40gx70x1;5426;217,04;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300059432;Lays Clasicas 40gx68x1;4895;195,80;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300059433;Cheetos Queso 43gx70x1;3990;171,57;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300058395;3d Queso 43gx75x1;1797;77271,00;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300062698;Doritos Dinamita Fh 33gx110x1;1343;44319,00;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300061011;Cheetos Queso Crema 43gx66;0;55,90;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300052757;Pep Rueditas 74grx36;873;64602,00;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300058721;Pep Ramitas Queso 84gx36;565;47,46;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300052820;Pep Comun 84grx36;498;41832,00;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300062045;Lays Provoleta 34gx72x1;247;8398,00;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300050336;Cheetos 23grx108;108;2484,00;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300033488;Pep Comun 40gx60 Pi;100;4,00;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300058740;Pep Ramitas Queso 40gx60;85;3,40;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300052023;3d Mega Queso Pc Dts 23grx120;79;1817,00;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300059801;Lays Ondas Fh 30gx72;75;2,25;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300059547;Doritos Queso 40gx58x1 Ch;0;1,80;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300051988;Lays Clasicas 20grx76;9;0,18;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300033489;Pep Rueditas 40gx60 Pi;3284940;0,08;Platinum ;Salty
ELECTRON SRL;Costa y La Pampa;300052758;Pehuamar Maicitos 125gx16;5118;639,75;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300052656;Pehuamar Paliqueso 90gx36;3390;305,10;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300052667;Pehuamar Acanalada 80gx25;3111;248,88;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300060190;Doritos Queso 129gx19;2971;383259,00;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300060198;Pehuamar Papa Lisa 75gx28x1;2697;202275,00;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300060193;Lays Clasicas 134gx19x1;2585;346,39;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300052790;Pehuamar Palisal 90gx36;2078;187,02;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300060662;Cheetos Queso 140gx18x1;1588;222,32;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300058397;3d Queso 143gx18x1;1336;191048,00;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300060094;Pehuamar Paliqueso 165gx21x1;3284940;171,93;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300060092;Pehuamar Palisal 165gx21x1;461;76065,00;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300060097;Pehuamar Papa Acana 135gx19;209;28215,00;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300060199;Tostitos 129gx19;70;9,03;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300060680;Doritos Queso 129gx17 Exp Arg;0;5031,00;Silver ;Salty
ELECTRON SRL;Costa y La Pampa;300060196;Pehuamar Papa Lisa 135gx19x1;8;1,08;Silver ;Salty
LERVO S. A.;GBA Norte;300058445;Quaker Avena Instant 18x500g Arg;606;303,00;Silver ;Cereals
LERVO S. A.;GBA Norte;300030737;Quaker Barra Frutilla Con Crema 180gx20;552;16,56;Silver ;Cereals
LERVO S. A.;GBA Norte;300058444;Quaker Avena Instant 18x280g Arg;466;130,48;Silver ;Cereals
LERVO S. A.;GBA Norte;300058446;Quaker Avena Tradic 18x550g Arg;317;174,35;Silver ;Cereals
LERVO S. A.;GBA Norte;300051958;Quaker Avena Extra Fina 18x470g;302;141,94;Silver ;Cereals
LERVO S. A.;GBA Norte;300030738;Quaker Barras Mousse De Choco 156gx20;270;7,02;Silver ;Cereals
LERVO S. A.;GBA Norte;300051955;Quaker Avena Tradic 18x280g;0;43,68;Silver ;Cereals
LERVO S. A.;GBA Norte;300052628;Quaker Cereales Honey Graham 9x190g;55;10,45;Silver ;Cereals
LERVO S. A.;GBA Norte;300052629;Quaker Cereales Honey Nut Oats 9x190g;22;4,18;Silver ;Cereals
LERVO S. A.;GBA Norte;300063098;Twistos Minit Jamon 95gx30x1;9213;875235,00;Gold ;Crakers
LERVO S. A.;GBA Norte;300063097;Twistos Minit Queso 95gx30x1;7044;669,18;Gold ;Crakers
LERVO S. A.;GBA Norte;300063264;Twistos Minit Jamon 40gx112x1;5652;226,08;Platinum ;Crakers
LERVO S. A.;GBA Norte;300063263;Twistos Minit Queso 40gx112x1;4186;167,44;Platinum ;Crakers
LERVO S. A.;GBA Norte;300052696;Twistos Minit Queso 40gx84;2499;99,96;Platinum ;Crakers
LERVO S. A.;GBA Norte;300052694;Twistos Minit Queso 155gx20;22;3,41;Silver ;Crakers
LERVO S. A.;GBA Norte;300061010;Cheetos Queso Crema 85gx24;3898;331,33;Gold ;Salty
LERVO S. A.;GBA Norte;300060099;Lays Ketchup 77gx28x1;3379;260183,00;Gold ;Salty
LERVO S. A.;GBA Norte;300052756;Pep Rueditas 120grx21;2793;335,16;Gold ;Salty
LERVO S. A.;GBA Norte;300062584;Lays Provoleta 77gx28x1;2677;206129,00;Gold ;Salty
LERVO S. A.;GBA Norte;300062585;Lays Mostaza 77gx28;1356;104412,00;Gold ;Salty
LERVO S. A.;GBA Norte;300061023;Mani Pelado 135gx40x1;1243;167805,00;Gold ;Salty
LERVO S. A.;GBA Norte;300061030;Mani Sal Con Piel 75gx64x1;821;61575,00;Gold ;Salty
LERVO S. A.;GBA Norte;300052821;Pep Comun 120grx21;773;92,76;Gold ;Salty
LERVO S. A.;GBA Norte;300058720;Pep Ramitas Queso 120gx21;698;83,76;Gold ;Salty
LERVO S. A.;GBA Norte;300061021;Maniax Japones Jamon 95gx40x1;610;57,95;Gold ;Salty
LERVO S. A.;GBA Norte;300060201;Tostitos 77gx26;527;40579,00;Gold ;Salty
LERVO S. A.;GBA Norte;300061020;Maniax Japones Sal 95gx40x1;406;38,57;Gold ;Salty
LERVO S. A.;GBA Norte;300052643;Mani Con Piel 150gx30;155;23,25;Gold ;Salty
LERVO S. A.;GBA Norte;300059545;Doritos Queso 40gx70x1;21276;851,04;Platinum ;Salty
LERVO S. A.;GBA Norte;300059432;Lays Clasicas 40gx68x1;13962;558,48;Platinum ;Salty
LERVO S. A.;GBA Norte;300059433;Cheetos Queso 43gx70x1;11733;504519,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300058395;3d Queso 43gx75x1;10318;443674,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300052757;Pep Rueditas 74grx36;9450;699,30;Platinum ;Salty
LERVO S. A.;GBA Norte;300062698;Doritos Dinamita Fh 33gx110x1;7701;254133,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300061011;Cheetos Queso Crema 43gx66;3300;141,90;Platinum ;Salty
LERVO S. A.;GBA Norte;300059801;Lays Ondas Fh 30gx72;3125;93,75;Platinum ;Salty
LERVO S. A.;GBA Norte;300051988;Lays Clasicas 20grx76;2610;52,20;Platinum ;Salty
LERVO S. A.;GBA Norte;300052820;Pep Comun 84grx36;2204;185136,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300050336;Cheetos 23grx108;2046;47058,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300058721;Pep Ramitas Queso 84gx36;1487;124908,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300052023;3d Mega Queso Pc Dts 23grx120;1363;31349,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300033489;P3p Ru3ditas 40gx60 Pi;618;24,72;Platinum ;Salty
LERVO S. A.;GBA Norte;300058740;Pep Ramitas Queso 40gx60;552;22,08;Platinum ;Salty
LERVO S. A.;GBA Norte;300033488;Pep Comun 40gx60 Pi;526;21,04;Platinum ;Salty
LERVO S. A.;GBA Norte;300062045;Lays Provoleta 34gx72x1;369;12546,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300059430;Lays Qso Y Cebolla 34gx72;357;12138,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300059431;Lays Jamon Serrano 34gx72;346;11764,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300060354;Lays Ketchup 34gx72x1;331;11254,00;Platinum ;Salty
LERVO S. A.;GBA Norte;300052758;Pehuamar Maicitos 125gx16;5914;739,25;Silver ;Salty
LERVO S. A.;GBA Norte;300060190;Doritos Queso 129gx19;4738;611202,00;Silver ;Salty
LERVO S. A.;GBA Norte;300060193;Lays Clasicas 134gx19x1;3887;520858,00;Silver ;Salty
LERVO S. A.;GBA Norte;300052667;Pehuamar Acanalada 80gx25;3465;277,20;Silver ;Salty
LERVO S. A.;GBA Norte;300060198;Pehuamar Papa Lisa 75gx28x1;2176;163,20;Silver ;Salty
LERVO S. A.;GBA Norte;300058397;3d Queso 143gx18x1;1962;280566,00;Silver ;Salty
LERVO S. A.;GBA Norte;300060662;Ch33t0s Qu3s0 140gx18x1;1941;271,74;Silver ;Salty
LERVO S. A.;GBA Norte;300060097;Pehuamar Papa Acana 135gx19;0;254205,00;Silver ;Salty
LERVO S. A.;GBA Norte;300060196;Pehuamar Papa Lisa 135gx19x1;1169;157815,00;Silver ;Salty
LERVO S. A.;GBA Norte;300052790;Pehuamar Palisal 90gx36;1071;96,39;Silver ;Salty
LERVO S. A.;GBA Norte;300052656;Pehuamar Paliqueso 90gx36;703;63,27;Silver ;Salty
LERVO S. A.;GBA Norte;300060094;Pehuamar Paliqueso 165gx21x1;580;95,70;Silver ;Salty
LERVO S. A.;GBA Norte;300060092;Pehuamar Palisal 165gx21x1;478;78,87;Silver ;Salty
