"Distribuidor ","Area","Articulo","Descripcion","Cantidad","Capacidad","Linea","Rubro"
"NEUQUEN S.R.L","Atlantico y Cordillera","300052757","Pep Rueditas 74grx36","3288","243312","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300058395","3d Queso 43gx75x1","3074","132182","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300059433","Cheetos Queso 43gx70x1","3041","130763","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300059801","Lays Ondas Fh 30gx72","2218","66.54","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300052820","Pep Comun 84grx36","2023","169932","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300058721","Pep Ramitas Queso 84gx36","","94332","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300061011","Cheetos Queso Crema 43gx66","818","35174","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300033489","Pep Rueditas 40gx60 Pi","418","16.72","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300051988","Lays Clasicas 20grx76","364","7.28","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300059430","Lays Queso Y Cebolla 34gx72","3284940","6528","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300059431","Lays Jamon Serrano 34gx72","171","5814","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300052023","3d Mega Queso Pc Dts 23grx120","130","2.99","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300033488","Pep Comun 40gx60 Pi","130","5.2","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300059547","Doritos Queso 40gx58x1 Ch","101","4.04","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300050336","Cheetos 23grx108","79","1817","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300058740","Pep Ramitas Queso 40gx60","63","2.52","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300062045","Lays Provoleta 34gx72x1","50","1.7","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300062122","Lays Mostaza 34gx72x1","17","0.578","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060354","Lays Ketchup 34gx72x1","11","0.374","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300059867","Doritos Dinamita Fh 33gx40x1 Ex Arg","","0.33","Platinum/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060190","Doritos Queso 129gx19","8500","1096.5","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060193","Lays Clasicas 134gx19x1","7651","1025234","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300052656","Pehuamar Paliqueso 90gx36","3516","316.44","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300052790","Pehuamar Palisal 90gx36","3370","303.3","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300058397","3d Queso 143gx18x1","3044","435292","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300052667","Pehuamar Acanalada 80gx25","3005","240.4","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060094","Pehuamar Paliqueso 165gx21x1","3284940","473385","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060662","Cheetos Queso 140gx18x1","2666","373.24","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060092","Pehuamar Palisal 165gx21x1","2533","417945","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060198","Pehuamar Papa Lisa 75gx28x1","2325","174375","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060097","Pehuamar Papa Acana 135gx19","2109","284715","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060196","Pehuamar Papa Lisa 135gx19x1","2103","283905","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300052758","Pehuamar Maicitos 125gx16","1951","243875","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060194","Lays Clasicas 230gx14x1","","253.69","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060191","Doritos Queso 200gx14","826","165.2","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300054910","Doritos Queso 220gx14","669","147.18","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060080","Lays Jamon Serrano 122gx19","507","61854","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300061022","Mani Pelado 320gx17x1","419","134.08","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060663","Cheetos Queso 229gx12x1","372","85188","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060199","Tostitos 129gx19","250","32.25","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060231","Lays Clasicas 330gx9","244","80.52","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060200","Tostitos 200gx14","121","24.2","Silver/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300060680","Doritos Queso 129gx17 Exp Arg","10","1.29","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300058444","Quaker Avena Instant 18x280g Arg","977","273.56","Silver/Cereals","Cereals"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300051955","Quaker Avena Tradic 18x280g","659","184.52","Silver/Cereals","Cereals"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300051958","Quaker Avena Extra Fina 18x470g","176","82.72","Silver/Cereals","Cereals"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300030737","Quaker Barra Frutilla Con Crema 180gx20","122","3.66","Silver/Cereals","Cereals"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300058446","Quaker Avena Tradic 18x550g Arg","94","51.7","Silver/Cereals","Cereals"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300058445","Quaker Avena Instant 18x500g Arg","92","46","Silver/Cereals","Cereals"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300030738","Quaker Barras Mousse De Choco 156gx20","58","1508","Silver/Cereals","Cereals"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300030736","Quaker Barra Chispas De Choco 156gx20","12","0.312","Silver/Cereals","Cereals"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300063098","Twistos Minit Jamon 95gx30x1","1515","143925","Gold/Crakers","Crakers"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300063097","Twistos Minit Queso 95gx30x1","629","59755","Gold/Crakers","Crakers"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052698","Twistos Minit Jamon 40gx84","837","33.48","Platinum/Crakers","Crakers"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052696","Twistos Minit Queso 40gx84","565","22.6","Platinum/Crakers","Crakers"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300063264","Twistos Minit Jamon 40gx112x1","39","1.56","Platinum/Crakers","Crakers"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300063263","Twistos Minit Queso 40gx112x1","29","1.16","Platinum/Crakers","Crakers"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052697","Twistos Minit Jam0n 155gx20","65","10075","Silver/Crakers","Crakers"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052694","Twistos Minit Queso 155gx20","29","4495","Silver/Crakers","Crakers"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060197","Pehuamar Papa Lisa 230gx14x1","22","5.06","Bronze/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060095","Pehuamar Papa Lisa 485gx9","21","10185","Bronze/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060096","Pehuamar Acanalada 485x9","20","9.7","Bronze/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300062973","Pehuamar acanalada 230gx14x1","16","3.68","Bronze/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060195","Lays Clasicas 85gx25x1","11490","976.65","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060192","Doritos Queso 77gx26","6725","517825","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300062697","Doritos Dinamita Fh 70gx44x1","3165","221.55","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300059811","Lays Ondas Fh 70gx28","3072","215.04","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060661","3d Queso 85gx27x1","2921","248285","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060099","Lays Ketchup 77gx28x1","2627","202279","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060230","Lays Jamon Serrano 77gx28","2046","157542","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300063271","Mani sal pelado 75gx64x1","1649","123675","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060098","Lays Queso Y Cebolla 77gx28","1509","116193","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300062585","Lays Mostaza 77gx28","1267","97559","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300062584","Lays Provoleta 77gx28x1","1216","93632","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300061010","Cheetos Queso Crema 85gx24","809","68765","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060664","Cheetos Queso 85gx24x1","596","50.66","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300061023","Mani Pelado 135gx40x1","323","43605","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300061021","Maniax Japones Jamon 95gx40x1","318","30.21","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060201","Tostitos 77gx26","263","20251","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052622","Mani Pelado 85gx58","249","21165","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300053043","Maniax Aji Y Lim0n 110gx56","192","21.12","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300061020","Maniax Japones Sal 95gx40x1","149","14155","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300061030","Mani Sal Con Piel 75gx64x1","120","9","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052756","Pep Rueditas 120grx21","98","11.76","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300058720","Pep Ramitas Queso 120gx21","86","10.32","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060869","Maniax Sal Y Limon 95gx60x1","72","6.84","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052821","Pep Comun 120grx21","71","8.52","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052643","Mani Con Piel 150gx30","","1.65","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300059432","Lays Clasicas 40gx68x1","","461.16","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300059545","Doritos Queso 40gx70x1","8608","344.32","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300051988","Lays Clasicas 20grx76","4952","99.04","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300058395","3d Queso 43gx75x1","3340","143.62","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300059433","Cheetos Queso 43gx70x1","3130","134.59","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300062698","Doritos Dinamita Fh 33gx110x1","2875","94875","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300059801","Lays Ondas Fh 30gx72","1682","50.46","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300050336","Cheetos 23grx108","1292","29716","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052023","3d Mega Queso Pc Dts 23grx120","999","22977","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300061011","Cheetos Queso Crema 43gx66","703","30229","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300033489","Pep Rueditas 40gx60 Pi","460","18.4","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300059431","Lays Jamon Serrano 34gx72","419","14246","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300058721","Pep Ramitas Queso 84gx36","252","21168","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060354","Lays Ketchup 34gx72x1","230","7.82","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300033488","Pep Comun 40gx60 Pi","217","8.68","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300058740","Pep Ramitas Queso 40gx60","203","8.12","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052820","Pep Comun 84grx36","202","16968","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300059430","Lays Queso Y Cebolla 34gx72","138","4692","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052757","Pep Rueditas 74grx36","116","8584","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300062045","Lays Provoleta 34gx72x1","87","2958","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300062122","Lays Mostaza 34gx72x1","70","2.38","Platinum/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060193","Lays Clasicas 134gx19x1","3236","433624","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060190","Doritos Queso 129gx19","1505","194145","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060194","Lays Clasicas 230gx14x1","945","217.35","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300058397","3d Queso 143gx18x1","516","73788","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060662","Cheetos Queso 140gx18x1","387","54.18","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052790","Pehuamar Palisal 90gx36","190","17.1","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052667","Pehuamar Acanalada 80gx25","140","11.2","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052656","Pehuamar Paliqueso 90gx36","91","8.19","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060198","Pehuamar Papa Lisa 75gx28x1","86","6.45","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060199","Tostitos 129gx19","83","10707","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060191","Doritos Queso 200gx14","56","11.2","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060080","Lays Jamon Serrano 122gx19","53","6466","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060097","Pehuamar Papa Acana 135gx19","30","4.05","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060196","Pehuamar Papa Lisa 135gx19x1","30","4.05","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300060231","Lays Clasicas 330gx9","25","8.25","Silver/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052758","Pehuamar Maicitos 125gx16","","2.25","Silver/Salty","Salty"
"LEGOS S.R.L","GBA Norte","300062584","Lays Provoleta 77gx28x1","2180","167.86","Gold/Salty","Salty"
"DISTRIBUIDORA J.F.T. S.R.L.","Centro y Cuyo","300060092","Pehuamar Palisal 165gx21x1","9","1485","Silver/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060190","Doritos Queso 129gx19","10716","1382364","Silver/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060191","Doritos Queso 200gx14","52","10.4","Silver/Salty","Salty"
"DISTRIBUIDORA POSITANO SRL","GBA Norte","300060869","Maniax Sal Y Limon 95gx60x1","321","30495","Gold/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300061021","Maniax Japones Jamon 95gx40x1","1064","101.08","Gold/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300052820","Pep Comun 84grx36","1241","104244","Platinum/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300058397","3d Queso 143gx18x1","1150","164.45","Silver/Salty","Salty"
"BRINDARSE S.A. ","NOA","300058445","Quaker Avena Instant 18x500g Arg","173","86.5","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060080","Lays Jamon Serrano 122gx19 (19)","350","42.7"," Silver/Salty","Salty"
"DISTRIBUIDORA AMANECER S.R.L.","Costa y La Pampa","300052694","Twistos Minit Queso 155gx20","326","50.53","Silver/Crakers","Crakers"
"BRINDARSE S.A. ","NOA","300060096","Pehuamar Acanalada 485x9","300","145.5","Bronze/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060201","Tostitos 77gx26","1540","118.58","Gold/Salty","Salty"
"DISTRIBUIDORA J.F.T. S.R.L.","Centro y Cuyo","300052696","Twistos Minit Queso 40gx84","3284940","66.24","Platinum/Crakers","Crakers"
"DISTRIBUIDORA AMANECER S.R.L.","Costa y La Pampa","300060662","Cheetos Queso 140gx18x1","1101","154.14","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300030737","Quaker Barra Frutilla Con Crema 180gx20","451","13.53","Silver/Cereals","Cereals"
"BARASI HNOS SA","Centro y Cuyo","300052790","Pehuamar Palisal 90gx36","507","45.63","Silver/Salty","Salty"
"TOTAL  CENTRO S.R.L.","NEA y Litoral","300060196","Doritos Queso 220gx14","3284940","73035","Silver/Salty","Salty"
"BARASI HNOS SA","Centro y Cuyo","300058395","3d Queso 43gx75x1","3284940","507099","Platinum/Salty","Salty"
"BARASI HNOS SA","Centro y Cuyo","300058721","Pep Ramitas Queso 84gx36","737","61908","Platinum/Salty","Salty"
"DISTRIBUIDORA POSITANO SRL","GBA Norte","300063098","Twistos Minit Jamon 95gx30x1","8811","837045","Gold/Crakers","Crakers"
"TOTAL  CENTRO S.R.L.","NEA y Litoral","300061030","Mani Con Piel 150gx30","132","9.9","Gold/Salty","Salty"
"DISTRIBUIDORA AMANECER S.R.L.","Costa y La Pampa","300058394","3d Queso 92gx27x1","2","0.184","Gold/Salty","Salty"
"DISTRIBUIDORA AMANECER S.R.L.","Costa y La Pampa","300061022","Mani Pelado 320gx17x1","345","110.4","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058445","Quaker Avena Instant 18x500g Arg","126","63","Silver/Cereals","Cereals"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300062584","Lays Provoleta 77gx28x1 (28)","3173","244321","Gold/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300052628","Quaker Cereales Honey Graham 9x190g","185","35.15","Silver/Cereals","Cereals"
"BRINDARSE S.A. ","NOA","300058720","Pep Ramitas Queso 120gx21","158","18.96"," Gold/Salty","Salty"
"USHUAIA S.R.L.","Atlantico y Cordillera","300059433","Cheetos Queso 43gx70x1","1453","62479","Platinum/Salty","Salty"
"LOGISTICAS S.R.L.","Atlantico y Cordillera","300061030","Mani Sal Con Piel 75gx64x1","184","13.8","Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300052023","3d Mega Queso Pc Dts 23grx120","999","22977","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300054910","Doritos Queso 220gx14","45","9.9","Silver/Salty","Salty"
"BRINDARSE S.A. ","NOA","300060194","Lays Clasicas 230gx14x1","2128","489.44","Silver/Salty","Salty"
"BACOSHOPERS SRL","GBA Sur","300060195","Lays Clasicas 85gx25x1","4195","356575","Gold/Salty","Salty"
"BACOSHOPERS SRL","GBA Sur","300059433","Cheetos Queso 43gx70x1","2046","87978","Platinum/Salty","Salty"
"BAHIA BLANCA S.R.L.","Costa y La Pampa","300060195","Lays Clasicas 85gx25x1","13957","1186345","Gold/Salty","Salty"
"LERVO S. A.","GBA Norte","300052757","Pep Rueditas 74grx36","9450","699.3","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060193","Lays Clasicas 134gx19x1","1618","216812","Silver/Salty","Salty"
"BRINDARSE S.A. ","NOA","300061030","Mani Sal Con Piel 75gx64x1","432","32.4"," Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052643","Mani Con Piel 150gx30","196","29.4","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052757","Pep Rueditas 74grx36","873","64602","Platinum/Salty","Salty"
"LERVO S. A.","GBA Norte","300058445","Quaker Avena Instant 18x500g Arg","606","303","Silver/Cereals","Cereals"
"TOTAL  CENTRO S.R.L.","NEA y Litoral","300058740","Lays Ketchup 34gx72x1","113","4.52","Platinum/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300060096","Pehuamar Acanalada 485x9 (9)","3152","1528.72","Bronze/Salty","Salty"
"PRIMEROS PRODUCTOS S.A.","GBA Sur","300062045","Lays Provoleta 34gx72x1 (72)","669","22746","Platinum/Salty","Salty"
"PREMIUM S.R.L.","GBA Sur","300060192","Doritos Queso 77gx26","34520","2658.04","Gold/Salty","Salty"
"NEUQUEN S.R.L","Atlantico y Cordillera","300061010","Cheetos Queso Crema 85gx24","2228","189.38","Gold/Salty","Salty"
"LOGISTICAS S.R.L.","Atlantico y Cordillera","300060197","Pehuamar Papa Lisa 230gx14x1","","29.67","Bronze/Salty","Salty"
"DISTRIBUIDORA NORTE S.R.L.","NEA y Litoral","300060661","3d Queso 85gx27x1","1863","158355"," Gold/Salty","Salty"
"DISTRIBUIDORA CATAMARCA S. A.","NOA","300030737","Quaker Barra Frutilla Con Crema 180gx20","122","3.66","Silver/Cereals","Cereals"
